"Supplementary Table 4. IER, proportion and size of the 65+ year old Medicare population, and proportion of the deaths among the 65+ year old Medicare population that are expected to exceed K-fold of US average risk within each of the 3113 US counties",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
08113,38.009374,-108.427326,Colorado,San Miguel County,594,"1.34 (1.24, 1.63)","43.3% (38.6%, 55.0%)","    257 (229, 327)","17.3% (14.6%, 26.1%)","    103 (86, 155)","1.0% (0.8%, 2.2%)","      6 (4, 13)","0.0% (0.0%, 0.1%)","      0 (0, 1)","68.9% (64.8%, 78.6%)","38.9% (35.0%, 51.0%)","4.7% (3.9%, 8.8%)","0.3% (0.2%, 0.8%)"
08115,40.871568,-102.355358,Colorado,Sedgwick County,321,"2.53 (2.34, 3.07)","65.1% (61.5%, 72.9%)","    209 (197, 234)","42.8% (39.3%, 51.5%)","    137 (126, 165)","11.4% (9.8%, 16.1%)","     37 (31, 52)","2.4% (1.9%, 3.9%)","      8 (6, 12)","90.0% (88.4%, 93.3%)","76.2% (73.4%, 82.3%)","37.7% (34.3%, 46.3%)","13.8% (11.8%, 19.3%)"
08117,39.621023,-106.137555,Colorado,Summit County,2068,"1.3 (1.21, 1.59)","42.4% (37.6%, 54.5%)","    876 (778, 1,127)","16.0% (13.4%, 24.7%)","    331 (277, 511)","0.7% (0.6%, 1.7%)","     15 (12, 36)","0.0% (0.0%, 0.1%)","      0 (0, 1)","67.2% (63.0%, 77.5%)","36.0% (32.1%, 48.3%)","3.6% (2.9%, 7.1%)","0.2% (0.1%, 0.5%)"
08119,38.871994,-105.182552,Colorado,Teller County,2707,"1.34 (1.26, 1.63)","42.0% (38.1%, 52.5%)","  1,137 (1,031, 1,421)","18.0% (15.8%, 26.0%)","    487 (428, 703)","1.4% (1.2%, 2.9%)","     38 (32, 78)","0.1% (0.1%, 0.2%)","      2 (2, 6)","69.6% (66.6%, 78.4%)","42.1% (39.2%, 53.4%)","7.0% (6.2%, 12.2%)","0.7% (0.6%, 1.7%)"
08121,39.965413,-103.209605,Colorado,Washington County,512,"1.95 (1.82, 2.36)","55.5% (51.9%, 64.1%)","    284 (266, 328)","32.4% (29.3%, 40.6%)","    166 (150, 208)","6.3% (5.4%, 9.6%)","     32 (28, 49)","1.0% (0.8%, 1.8%)","      5 (4, 9)","84.0% (81.9%, 88.8%)","65.5% (62.6%, 73.3%)","25.1% (22.5%, 32.9%)","6.9% (5.9%, 10.7%)"
08123,40.555794,-104.383649,Colorado,Weld County,16846,"2.42 (2.27, 2.94)","65.4% (62.3%, 73.2%)"," 11,014 (10,500, 12,333)","42.0% (38.8%, 50.9%)","  7,073 (6,536, 8,572)","10.1% (8.9%, 14.7%)","  1,705 (1,493, 2,475)","1.8% (1.5%, 3.2%)","    312 (260, 534)","89.4% (87.9%, 93.0%)","74.3% (71.8%, 81.0%)","33.7% (31.1%, 42.5%)","10.9% (9.6%, 16.1%)"
08125,40.000631,-102.422649,Colorado,Yuma County,952,"2.27 (2.11, 2.77)","62.2% (58.4%, 70.4%)","    592 (556, 670)","38.9% (35.5%, 47.9%)","    370 (338, 456)","8.9% (7.6%, 13.3%)","     85 (73, 126)","1.6% (1.3%, 2.8%)","     15 (12, 26)","87.9% (86.1%, 91.9%)","71.9% (68.9%, 79.1%)","31.4% (28.6%, 40.2%)","9.9% (8.4%, 14.8%)"
09001,41.228103,-73.366757,Connecticut,Fairfield County,76702,"2.98 (2.78, 3.6)","69.8% (67.1%, 76.6%)"," 53,525 (51,450, 58,763)","48.7% (45.7%, 56.9%)"," 37,334 (35,047, 43,630)","15.3% (13.7%, 20.7%)"," 11,759 (10,482, 15,879)","3.8% (3.2%, 5.9%)","  2,939 (2,488, 4,526)","92.6% (91.5%, 95.1%)","81.4% (79.4%, 86.4%)","46.2% (43.1%, 54.5%)","19.9% (17.8%, 26.5%)"
09003,41.806053,-72.732916,Connecticut,Hartford County,78206,"3.82 (3.59, 4.62)","77.8% (75.4%, 83.2%)"," 60,826 (58,979, 65,067)","58.7% (55.7%, 66.2%)"," 45,924 (43,583, 51,740)","22.5% (20.5%, 28.9%)"," 17,585 (16,061, 22,583)","6.8% (6.0%, 9.9%)","  5,282 (4,668, 7,726)","95.6% (94.9%, 97.1%)","87.7% (86.3%, 91.3%)","57.2% (54.8%, 65.2%)","28.9% (26.8%, 36.7%)"
09005,41.791897,-73.235428,Connecticut,Litchfield County,20483,"1.84 (1.72, 2.24)","53.3% (49.7%, 62.0%)"," 10,917 (10,175, 12,698)","30.2% (27.3%, 38.4%)","  6,176 (5,594, 7,863)","5.5% (4.7%, 8.6%)","  1,120 (965, 1,763)","0.8% (0.6%, 1.5%)","    159 (129, 302)","82.4% (80.2%, 87.6%)","62.8% (60.0%, 71.2%)","22.6% (20.3%, 30.5%)","5.8% (4.9%, 9.4%)"
09007,41.434525,-72.524227,Connecticut,Middlesex County,17324,"2.01 (1.87, 2.44)","55.6% (52.1%, 63.9%)","  9,633 (9,021, 11,071)","33.1% (30.2%, 41.2%)","  5,732 (5,227, 7,137)","7.0% (6.1%, 10.5%)","  1,215 (1,051, 1,817)","1.2% (1.0%, 2.1%)","    206 (168, 368)","84.7% (82.8%, 89.3%)","67.2% (64.5%, 74.7%)","27.7% (25.1%, 35.9%)","8.4% (7.2%, 12.9%)"
09009,41.349717,-72.900204,Connecticut,New Haven County,76978,"3.75 (3.53, 4.54)","77.3% (74.9%, 82.8%)"," 59,540 (57,670, 63,770)","58.1% (55.1%, 65.6%)"," 44,725 (42,432, 50,461)","21.9% (20.0%, 28.3%)"," 16,879 (15,411, 21,783)","6.5% (5.7%, 9.6%)","  4,991 (4,414, 7,369)","95.4% (94.7%, 97.0%)","87.3% (85.9%, 91.0%)","56.4% (54.0%, 64.5%)","28.1% (26.0%, 35.9%)"
09011,41.47863,-72.103452,Connecticut,New London County,25667,"2.68 (2.52, 3.27)","67.6% (64.7%, 74.8%)"," 17,341 (16,599, 19,194)","45.3% (42.4%, 54.0%)"," 11,638 (10,890, 13,853)","12.6% (11.3%, 17.9%)","  3,242 (2,891, 4,583)","2.7% (2.3%, 4.6%)","    703 (601, 1,173)","91.1% (89.8%, 94.1%)","78.1% (76.0%, 84.1%)","40.1% (37.5%, 49.3%)","15.2% (13.6%, 21.7%)"
09013,41.858076,-72.340977,Connecticut,Tolland County,12386,"1.9 (1.78, 2.31)","54.6% (51.0%, 63.1%)","  6,760 (6,316, 7,822)","31.4% (28.6%, 39.8%)","  3,886 (3,537, 4,926)","5.9% (5.1%, 9.2%)","    733 (634, 1,145)","0.9% (0.7%, 1.7%)","    108 (88, 206)","83.3% (81.3%, 88.4%)","64.3% (61.5%, 72.5%)","23.9% (21.6%, 32.2%)","6.4% (5.5%, 10.3%)"
09015,41.824999,-71.990702,Connecticut,Windham County,10076,"2.54 (2.38, 3.1)","66.2% (63.3%, 73.7%)","  6,669 (6,375, 7,428)","43.4% (40.5%, 52.2%)","  4,377 (4,077, 5,264)","11.3% (10.0%, 16.3%)","  1,139 (1,012, 1,642)","2.3% (1.9%, 3.9%)","    228 (194, 392)","90.2% (88.8%, 93.5%)","76.2% (73.9%, 82.6%)","36.9% (34.4%, 46.2%)","13.0% (11.6%, 19.2%)"
10001,39.097088,-75.502982,Delaware,Kent County,14825,"3.34 (3.17, 4.13)","73.6% (70.7%, 79.5%)"," 10,910 (10,477, 11,779)","53.3% (50.3%, 61.2%)","  7,902 (7,463, 9,080)","18.4% (17.0%, 24.9%)","  2,730 (2,520, 3,690)","5.0% (4.6%, 8.0%)","    744 (680, 1,186)","94.1% (93.3%, 96.2%)","84.5% (83.2%, 89.2%)","51.3% (49.8%, 60.8%)","23.9% (23.0%, 32.7%)"
10003,39.575915,-75.644132,Delaware,New Castle County,44247,"3.09 (2.91, 3.79)","71.2% (68.3%, 77.6%)"," 31,501 (30,241, 34,329)","50.3% (47.3%, 58.3%)"," 22,245 (20,937, 25,816)","16.3% (14.8%, 22.2%)","  7,198 (6,539, 9,810)","4.2% (3.7%, 6.6%)","  1,839 (1,638, 2,934)","93.1% (92.2%, 95.5%)","82.4% (80.7%, 87.5%)","47.7% (45.6%, 56.9%)","21.0% (19.8%, 28.7%)"
10005,38.677511,-75.335495,Delaware,Sussex County,29792,"2.17 (2.04, 2.68)","61.1% (57.1%, 69.6%)"," 18,217 (17,002, 20,726)","37.3% (34.1%, 46.6%)"," 11,118 (10,151, 13,887)","7.9% (7.0%, 12.4%)","  2,354 (2,076, 3,692)","1.3% (1.1%, 2.5%)","    379 (327, 743)","87.0% (85.2%, 91.4%)","69.8% (67.3%, 77.9%)","28.4% (26.6%, 38.4%)","8.2% (7.5%, 13.6%)"
11001,38.904149,-77.017094,District of Columbia,District of Columbia,40066,"6.66 (6.31, 8.04)","90.4% (88.8%, 93.2%)"," 36,211 (35,592, 37,327)","78.0% (75.7%, 83.1%)"," 31,248 (30,319, 33,278)","42.8% (40.3%, 50.1%)"," 17,147 (16,154, 20,065)","18.3% (16.8%, 23.9%)","  7,344 (6,749, 9,556)","98.8% (98.6%, 99.3%)","95.8% (95.2%, 97.2%)","78.2% (76.6%, 83.5%)","52.3% (50.3%, 60.6%)"
12001,29.67574,-82.357221,Florida,Alachua County,18554,"3.57 (3.37, 4.34)","76.9% (74.2%, 82.4%)"," 14,267 (13,773, 15,283)","57.0% (54.0%, 64.6%)"," 10,579 (10,012, 11,982)","20.5% (18.7%, 26.9%)","  3,798 (3,467, 4,992)","5.7% (5.1%, 8.7%)","  1,053 (942, 1,608)","95.1% (94.3%, 96.8%)","86.2% (84.7%, 90.3%)","53.6% (51.6%, 62.3%)","25.2% (23.8%, 33.3%)"
12003,30.324442,-82.302284,Florida,Baker County,1912,"3.65 (3.46, 4.48)","78.2% (75.4%, 83.5%)","  1,495 (1,442, 1,596)","58.5% (55.3%, 66.1%)","  1,118 (1,057, 1,264)","21.2% (19.4%, 28.0%)","    405 (372, 535)","5.8% (5.3%, 9.2%)","    112 (101, 175)","95.4% (94.6%, 97.1%)","86.8% (85.4%, 90.9%)","54.1% (52.2%, 63.5%)","25.3% (24.2%, 34.2%)"
12005,30.237563,-85.631348,Florida,Bay County,16328,"3.56 (3.36, 4.34)","77.3% (74.5%, 82.8%)"," 12,615 (12,167, 13,519)","57.3% (54.1%, 65.1%)","  9,351 (8,835, 10,629)","20.4% (18.7%, 26.9%)","  3,325 (3,048, 4,396)","5.5% (5.0%, 8.6%)","    905 (810, 1,403)","95.1% (94.3%, 96.9%)","86.2% (84.8%, 90.3%)","53.1% (50.9%, 62.1%)","24.5% (23.1%, 32.9%)"
12007,29.946934,-82.166796,Florida,Bradford County,2444,"4.64 (4.42, 5.65)","83.8% (81.7%, 87.9%)","  2,048 (1,996, 2,148)","66.9% (64.2%, 73.5%)","  1,635 (1,569, 1,796)","29.3% (27.2%, 36.4%)","    715 (665, 891)","9.9% (9.1%, 14.1%)","    241 (223, 345)","97.2% (96.8%, 98.3%)","91.5% (90.5%, 94.2%)","65.0% (63.4%, 72.7%)","36.0% (34.7%, 45.2%)"
12009,28.298275,-80.700384,Florida,Brevard County,67022,"2.88 (2.68, 3.54)","68.6% (65.1%, 75.8%)"," 46,001 (43,658, 50,781)","47.3% (44.0%, 55.9%)"," 31,722 (29,486, 37,478)","14.5% (12.8%, 20.1%)","  9,720 (8,604, 13,490)","3.5% (3.0%, 5.8%)","  2,368 (2,012, 3,862)","92.1% (90.9%, 94.8%)","80.4% (78.3%, 85.9%)","44.7% (41.8%, 54.1%)","18.9% (17.0%, 26.1%)"
12011,26.19352,-80.476658,Florida,Broward County,157906,"5.14 (4.84, 6.21)","84.0% (82.0%, 88.3%)","132,665 (129,536, 139,505)","68.2% (65.5%, 74.7%)","107,723 (103,447, 117,973)","32.2% (29.8%, 39.3%)"," 50,902 (47,069, 62,011)","12.1% (10.9%, 16.4%)"," 19,158 (17,199, 25,959)","97.6% (97.2%, 98.5%)","92.7% (91.7%, 95.0%)","69.8% (67.4%, 76.2%)","42.5% (39.9%, 50.6%)"
12013,30.388801,-85.197915,Florida,Calhoun County,1383,"3.8 (3.6, 4.66)","79.1% (76.4%, 84.2%)","  1,094 (1,057, 1,164)","59.8% (56.7%, 67.3%)","    828 (784, 930)","22.4% (20.7%, 29.2%)","    310 (286, 404)","6.5% (5.8%, 10.0%)","     89 (81, 138)","95.7% (95.0%, 97.3%)","87.7% (86.4%, 91.5%)","56.1% (54.2%, 65.2%)","27.2% (25.9%, 36.1%)"
12015,26.868826,-81.940858,Florida,Charlotte County,33818,"2.71 (2.53, 3.33)","67.7% (64.2%, 75.1%)"," 22,894 (21,721, 25,412)","45.6% (42.3%, 54.4%)"," 15,433 (14,302, 18,406)","12.9% (11.3%, 18.4%)","  4,370 (3,829, 6,211)","2.9% (2.4%, 4.8%)","    966 (808, 1,631)","91.3% (89.9%, 94.3%)","78.5% (76.1%, 84.5%)","40.8% (37.8%, 50.4%)","15.8% (13.9%, 22.5%)"
12017,28.843628,-82.524796,Florida,Citrus County,25633,"2.87 (2.71, 3.53)","70.8% (68.0%, 77.7%)"," 18,144 (17,422, 19,912)","48.8% (45.6%, 57.5%)"," 12,496 (11,694, 14,749)","14.3% (12.8%, 20.1%)","  3,655 (3,281, 5,164)","3.2% (2.7%, 5.4%)","    818 (702, 1,376)","92.4% (91.2%, 95.1%)","80.3% (78.4%, 86.1%)","42.6% (40.1%, 52.3%)","16.6% (15.0%, 23.9%)"
12019,29.987115,-81.858147,Florida,Clay County,16137,"2.43 (2.28, 3.01)","64.9% (61.0%, 72.7%)"," 10,470 (9,849, 11,726)","41.8% (38.5%, 50.9%)","  6,745 (6,207, 8,216)","10.3% (9.2%, 15.5%)","  1,664 (1,481, 2,497)","1.9% (1.7%, 3.6%)","    315 (274, 580)","89.4% (87.9%, 93.1%)","74.5% (72.3%, 81.7%)","34.6% (32.5%, 44.8%)","11.6% (10.6%, 18.2%)"
12021,26.118713,-81.400884,Florida,Collier County,56142,"2.95 (2.75, 3.58)","71.2% (68.4%, 78.1%)"," 39,960 (38,427, 43,866)","49.5% (46.4%, 58.1%)"," 27,789 (26,040, 32,613)","15.0% (13.3%, 20.6%)","  8,412 (7,448, 11,546)","3.5% (2.9%, 5.6%)","  1,964 (1,626, 3,136)","92.7% (91.5%, 95.3%)","81.1% (78.9%, 86.4%)","44.3% (41.0%, 53.2%)","17.9% (15.8%, 24.5%)"
12023,30.221305,-82.623127,Florida,Columbia County,6531,"3.82 (3.62, 4.66)","78.7% (76.1%, 83.9%)","  5,140 (4,970, 5,477)","59.6% (56.4%, 67.0%)","  3,889 (3,687, 4,377)","22.6% (20.8%, 29.3%)","  1,475 (1,360, 1,915)","6.6% (6.0%, 10.0%)","    432 (390, 654)","95.7% (95.0%, 97.3%)","87.8% (86.5%, 91.5%)","56.7% (54.8%, 65.4%)","28.0% (26.5%, 36.6%)"
12027,27.190581,-81.806253,Florida,DeSoto County,3936,"5.09 (4.82, 6.16)","85.8% (84.0%, 89.6%)","  3,377 (3,307, 3,528)","70.1% (67.6%, 76.4%)","  2,759 (2,660, 3,008)","32.6% (30.4%, 39.9%)","  1,285 (1,196, 1,572)","11.7% (10.7%, 16.2%)","    462 (421, 638)","97.8% (97.4%, 98.6%)","92.9% (91.9%, 95.2%)","68.7% (66.8%, 75.6%)","40.1% (38.1%, 48.7%)"
12029,29.580899,-83.195666,Florida,Dixie County,1905,"3.42 (3.24, 4.16)","77.7% (75.0%, 83.3%)","  1,481 (1,428, 1,588)","57.1% (53.9%, 65.0%)","  1,087 (1,027, 1,239)","19.2% (17.5%, 25.8%)","    365 (334, 491)","4.8% (4.3%, 7.7%)","     91 (81, 147)","94.9% (94.1%, 96.8%)","85.3% (83.8%, 89.8%)","50.1% (47.9%, 59.6%)","21.4% (20.1%, 29.6%)"
12031,30.335245,-81.648113,Florida,Duval County,64443,"4.73 (4.5, 5.74)","83.9% (81.7%, 87.9%)"," 54,065 (52,669, 56,652)","67.2% (64.5%, 73.7%)"," 43,322 (41,590, 47,468)","29.8% (27.8%, 36.9%)"," 19,215 (17,928, 23,810)","10.2% (9.5%, 14.5%)","  6,600 (6,110, 9,355)","97.3% (96.9%, 98.3%)","91.7% (90.8%, 94.3%)","65.9% (64.3%, 73.4%)","37.1% (36.0%, 46.2%)"
12033,30.611664,-87.33904,Florida,Escambia County,26258,"3.04 (2.87, 3.74)","71.2% (68.3%, 77.5%)"," 18,684 (17,931, 20,354)","50.0% (47.0%, 58.2%)"," 13,129 (12,354, 15,280)","15.8% (14.4%, 21.9%)","  4,162 (3,790, 5,746)","3.9% (3.5%, 6.4%)","  1,035 (930, 1,692)","93.0% (92.0%, 95.4%)","82.0% (80.4%, 87.3%)","46.6% (44.8%, 56.2%)","20.0% (19.0%, 28.0%)"
12035,29.474894,-81.286362,Florida,Flagler County,15718,"2.63 (2.45, 3.23)","66.8% (63.0%, 74.2%)"," 10,500 (9,908, 11,670)","44.5% (41.0%, 53.3%)","  6,988 (6,451, 8,380)","12.1% (10.7%, 17.5%)","  1,906 (1,687, 2,751)","2.6% (2.2%, 4.4%)","    405 (348, 698)","90.7% (89.3%, 93.9%)","77.4% (75.1%, 83.7%)","39.0% (36.6%, 48.8%)","14.5% (13.2%, 21.4%)"
12037,29.810176,-84.799173,Florida,Franklin County,1403,"2.72 (2.57, 3.32)","73.4% (70.0%, 80.1%)","  1,030 (983, 1,123)","49.4% (46.1%, 58.5%)","    693 (646, 821)","12.3% (11.1%, 18.1%)","    172 (155, 255)","2.1% (1.9%, 4.0%)","     30 (27, 56)","92.3% (91.0%, 95.1%)","78.3% (76.3%, 84.8%)","35.8% (34.0%, 46.5%)","10.9% (10.3%, 17.5%)"
12039,30.579169,-84.612783,Florida,Gadsden County,4341,"5.87 (5.62, 7.15)","88.1% (86.2%, 91.1%)","  3,824 (3,742, 3,955)","74.1% (71.6%, 79.5%)","  3,216 (3,108, 3,452)","37.8% (35.5%, 45.1%)","  1,640 (1,542, 1,957)","15.0% (14.0%, 20.3%)","    653 (608, 881)","98.4% (98.1%, 99.0%)","94.6% (93.9%, 96.3%)","74.1% (72.8%, 80.3%)","46.9% (45.8%, 56.1%)"
12041,29.723456,-82.795801,Florida,Gilchrist County,1755,"3.4 (3.21, 4.13)","76.6% (73.8%, 82.4%)","  1,345 (1,296, 1,447)","56.1% (52.9%, 64.1%)","    984 (928, 1,125)","19.0% (17.3%, 25.3%)","    333 (303, 444)","4.9% (4.3%, 7.7%)","     85 (76, 135)","94.7% (93.8%, 96.6%)","85.1% (83.5%, 89.5%)","50.4% (48.1%, 59.6%)","22.1% (20.6%, 30.0%)"
12043,26.95481,-81.19082,Florida,Glades County,1830,"4.18 (3.95, 5.12)","82.7% (80.3%, 87.4%)","  1,514 (1,470, 1,599)","64.6% (61.5%, 71.8%)","  1,182 (1,126, 1,314)","25.9% (23.8%, 33.3%)","    474 (435, 609)","7.8% (7.0%, 11.7%)","    142 (128, 214)","96.7% (96.1%, 98.0%)","89.8% (88.6%, 93.1%)","59.9% (57.8%, 68.5%)","30.0% (28.5%, 39.2%)"
12045,29.907257,-85.256537,Florida,Gulf County,2091,"3.22 (3.05, 3.92)","76.1% (73.1%, 82.0%)","  1,592 (1,529, 1,714)","54.7% (51.5%, 62.9%)","  1,145 (1,076, 1,314)","17.3% (15.8%, 23.7%)","    361 (330, 495)","4.0% (3.6%, 6.7%)","     84 (76, 140)","94.2% (93.3%, 96.3%)","83.7% (82.1%, 88.6%)","46.8% (44.9%, 56.8%)","18.8% (17.9%, 26.9%)"
12047,30.491102,-82.951049,Florida,Hamilton County,1329,"4.91 (4.7, 5.98)","84.3% (82.2%, 88.1%)","  1,120 (1,093, 1,171)","68.0% (65.4%, 74.3%)","    904 (869, 987)","31.0% (29.0%, 38.2%)","    412 (385, 508)","11.0% (10.3%, 15.5%)","    147 (136, 206)","97.5% (97.1%, 98.4%)","92.2% (91.3%, 94.7%)","67.6% (66.2%, 74.9%)","39.2% (38.4%, 48.4%)"
12049,27.492846,-81.82158,Florida,Hardee County,2394,"5.42 (5.14, 6.57)","86.5% (84.8%, 90.2%)","  2,072 (2,029, 2,159)","71.5% (69.0%, 77.6%)","  1,712 (1,651, 1,857)","34.8% (32.4%, 42.1%)","    832 (777, 1,008)","13.2% (12.0%, 17.9%)","    315 (287, 429)","98.0% (97.7%, 98.8%)","93.6% (92.8%, 95.7%)","71.3% (69.3%, 77.8%)","43.5% (41.4%, 51.9%)"
12051,26.53934,-81.151584,Florida,Hendry County,2638,"6.04 (5.7, 7.26)","88.2% (86.7%, 91.6%)","  2,327 (2,286, 2,416)","74.5% (72.1%, 80.1%)","  1,964 (1,903, 2,113)","38.6% (36.3%, 45.9%)","  1,019 (957, 1,211)","15.8% (14.4%, 20.7%)","    416 (380, 547)","98.4% (98.1%, 99.0%)","94.8% (94.1%, 96.5%)","75.2% (73.3%, 80.8%)","48.6% (46.2%, 56.6%)"
12053,28.567911,-82.464835,Florida,Hernando County,24045,"3.31 (3.11, 4.07)","74.0% (71.3%, 80.2%)"," 17,786 (17,155, 19,286)","53.5% (50.5%, 61.7%)"," 12,857 (12,134, 14,834)","18.2% (16.4%, 24.6%)","  4,367 (3,952, 5,904)","4.8% (4.2%, 7.6%)","  1,158 (1,008, 1,824)","94.1% (93.2%, 96.2%)","84.3% (82.6%, 89.0%)","50.4% (47.8%, 59.6%)","22.9% (21.0%, 30.9%)"
12055,27.342627,-81.340921,Florida,Highlands County,17722,"4.43 (4.15, 5.37)","82.1% (79.9%, 86.9%)"," 14,547 (14,152, 15,404)","64.6% (61.7%, 71.8%)"," 11,456 (10,928, 12,726)","27.5% (25.3%, 34.5%)","  4,872 (4,478, 6,123)","9.1% (8.1%, 12.9%)","  1,613 (1,428, 2,290)","96.9% (96.3%, 98.0%)","90.6% (89.4%, 93.5%)","63.4% (60.8%, 70.8%)","34.7% (32.1%, 42.8%)"
12057,27.90659,-82.349568,Florida,Hillsborough County,94724,"5.01 (4.74, 6.04)","84.7% (82.9%, 88.8%)"," 80,253 (78,502, 84,097)","68.7% (66.2%, 75.1%)"," 65,106 (62,677, 71,136)","31.8% (29.6%, 38.8%)"," 30,105 (28,056, 36,759)","11.5% (10.4%, 15.7%)"," 10,871 (9,874, 14,892)","97.6% (97.2%, 98.5%)","92.5% (91.6%, 94.8%)","68.4% (66.5%, 75.0%)","40.2% (38.1%, 48.4%)"
12059,30.866222,-85.812959,Florida,Holmes County,1962,"3.51 (3.32, 4.3)","78.1% (75.4%, 83.6%)","  1,533 (1,479, 1,641)","57.8% (54.5%, 65.8%)","  1,134 (1,070, 1,290)","20.0% (18.3%, 26.7%)","    392 (359, 524)","5.2% (4.6%, 8.3%)","    102 (91, 163)","95.1% (94.3%, 96.9%)","86.0% (84.5%, 90.3%)","51.6% (49.6%, 61.2%)","22.8% (21.5%, 31.3%)"
12061,27.700638,-80.574803,Florida,Indian River County,24180,"2.6 (2.4, 3.17)","65.7% (62.0%, 73.4%)"," 15,882 (15,002, 17,750)","43.6% (40.1%, 52.4%)"," 10,531 (9,705, 12,660)","11.9% (10.4%, 17.0%)","  2,888 (2,505, 4,102)","2.6% (2.1%, 4.3%)","    624 (514, 1,038)","90.4% (88.9%, 93.6%)","77.0% (74.4%, 83.2%)","39.1% (36.0%, 48.2%)","14.8% (13.1%, 20.9%)"
12063,30.787812,-85.210374,Florida,Jackson County,5041,"5 (4.78, 6.09)","84.6% (82.5%, 88.4%)","  4,264 (4,160, 4,455)","68.6% (65.9%, 74.7%)","  3,456 (3,322, 3,768)","31.7% (29.5%, 38.9%)","  1,596 (1,488, 1,959)","11.4% (10.6%, 16.0%)","    577 (536, 804)","97.6% (97.2%, 98.5%)","92.5% (91.6%, 94.9%)","68.3% (66.9%, 75.5%)","40.2% (39.2%, 49.3%)"
12065,30.424558,-83.890859,Florida,Jefferson County,1750,"3.31 (3.14, 4.08)","73.3% (70.4%, 79.3%)","  1,282 (1,232, 1,387)","52.9% (50.0%, 60.9%)","    927 (875, 1,065)","18.2% (16.7%, 24.5%)","    318 (293, 429)","4.9% (4.5%, 7.8%)","     86 (79, 137)","94.0% (93.1%, 96.1%)","84.3% (82.9%, 89.0%)","51.0% (49.4%, 60.4%)","23.6% (22.8%, 32.2%)"
12067,29.990066,-83.17851,Florida,Lafayette County,760,"3.36 (3.18, 4.11)","77.1% (74.3%, 82.8%)","    586 (565, 630)","56.3% (53.0%, 64.4%)","    428 (403, 490)","18.7% (17.0%, 25.3%)","    142 (129, 192)","4.6% (4.1%, 7.5%)","     35 (31, 57)","94.7% (93.8%, 96.7%)","84.9% (83.3%, 89.5%)","49.4% (47.2%, 59.0%)","21.0% (19.7%, 29.1%)"
12069,28.764113,-81.712282,Florida,Lake County,42037,"2.82 (2.63, 3.47)","68.6% (65.3%, 75.9%)"," 28,856 (27,452, 31,916)","46.9% (43.6%, 55.7%)"," 19,734 (18,321, 23,407)","13.9% (12.3%, 19.6%)","  5,836 (5,160, 8,231)","3.2% (2.7%, 5.4%)","  1,355 (1,147, 2,255)","91.8% (90.5%, 94.7%)","79.7% (77.5%, 85.5%)","43.0% (40.1%, 52.6%)","17.3% (15.5%, 24.5%)"
12071,26.552134,-81.89225,Florida,Lee County,96734,"2.87 (2.69, 3.5)","70.2% (67.3%, 77.1%)"," 67,879 (65,142, 74,564)","48.3% (45.3%, 56.9%)"," 46,726 (43,782, 55,074)","14.3% (12.7%, 19.9%)"," 13,803 (12,330, 19,217)","3.3% (2.8%, 5.3%)","  3,151 (2,683, 5,154)","92.3% (91.1%, 95.0%)","80.3% (78.2%, 85.8%)","43.1% (40.3%, 52.3%)","17.1% (15.4%, 23.8%)"
12073,30.45931,-84.2778,Florida,Leon County,19654,"4.02 (3.83, 4.87)","81.1% (78.7%, 85.7%)"," 15,931 (15,471, 16,848)","62.4% (59.6%, 69.4%)"," 12,268 (11,712, 13,649)","24.4% (22.6%, 31.2%)","  4,791 (4,433, 6,132)","7.2% (6.7%, 10.7%)","  1,421 (1,313, 2,106)","96.3% (95.7%, 97.6%)","88.9% (87.8%, 92.3%)","58.4% (56.9%, 66.7%)","29.0% (28.0%, 37.8%)"
12075,29.284409,-82.783482,Florida,Levy County,5007,"3.27 (3.1, 3.98)","76.5% (73.5%, 82.2%)","  3,829 (3,680, 4,118)","55.3% (52.0%, 63.4%)","  2,768 (2,604, 3,175)","17.8% (16.2%, 24.2%)","    891 (813, 1,212)","4.2% (3.8%, 6.9%)","    213 (190, 347)","94.4% (93.5%, 96.4%)","84.1% (82.5%, 88.9%)","47.8% (45.7%, 57.4%)","19.6% (18.6%, 27.6%)"
12077,30.259849,-84.86858,Florida,Liberty County,624,"4.2 (4.03, 5.13)","84.0% (81.6%, 88.1%)","    524 (509, 550)","65.9% (63.0%, 72.8%)","    411 (393, 454)","26.2% (24.5%, 33.7%)","    164 (153, 210)","7.7% (7.2%, 11.7%)","     48 (45, 73)","96.9% (96.4%, 98.1%)","90.1% (89.0%, 93.3%)","59.5% (58.2%, 68.4%)","29.0% (28.2%, 38.7%)"
12079,30.447228,-83.470437,Florida,Madison County,1976,"5 (4.79, 6.11)","85.2% (83.1%, 88.8%)","  1,684 (1,643, 1,755)","69.2% (66.5%, 75.3%)","  1,368 (1,315, 1,488)","31.9% (29.8%, 39.2%)","    630 (589, 775)","11.4% (10.6%, 16.0%)","    225 (210, 317)","97.7% (97.2%, 98.5%)","92.6% (91.7%, 95.0%)","68.1% (66.8%, 75.5%)","39.5% (38.7%, 49.1%)"
