"Supplementary Table 3. IER, proportion and size of the general adult population, and proportion of the deaths that are expected to exceed K-fold of US average risk within each of the 477 US cities",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
2669035,42.6645256768,-83.1563037157,MI,Rochester Hills,74198,"0.52 (0.41, 0.71)","10.1% (8.5%, 13.4%)","    7,471 (6,320, 9,977)","6.1% (4.8%, 8.3%)","    4,543 (3,585, 6,152)","1.6% (0.7%, 2.9%)","  1,217 (494, 2,118)","0.3% (0.0%, 0.8%)","    219 (31, 594)","63.9% (54.9%, 72.6%)","52.2% (41.0%, 61.8%)","25.3% (10.8%, 37.6%)","7.9% (1.2%, 17.9%)"
2674900,42.4765016267,-83.2605284738,MI,Southfield,73203,"1.43 (1.03, 2)","21.3% (18.4%, 25.6%)","   15,575 (13,488, 18,718)","14.4% (12.1%, 18.1%)","   10,530 (8,823, 13,240)","6.7% (5.1%, 8.9%)","  4,935 (3,715, 6,546)","3.1% (1.6%, 4.7%)","  2,304 (1,197, 3,417)","86.7% (79.7%, 91.2%)","79.2% (70.1%, 85.2%)","62.5% (48.4%, 71.1%)","44.7% (24.9%, 56.0%)"
2676460,42.580985283,-83.0303680858,MI,Sterling Heights,132628,"0.66 (0.51, 0.8)","12.5% (10.7%, 14.4%)","   16,555 (14,228, 19,156)","8.2% (6.9%, 9.6%)","   10,857 (9,089, 12,692)","2.8% (1.6%, 3.7%)","  3,765 (2,057, 4,930)","0.7% (0.2%, 1.2%)","    942 (230, 1,557)","74.1% (66.3%, 78.6%)","64.0% (54.5%, 69.0%)","38.3% (21.9%, 46.1%)","16.1% (4.2%, 24.0%)"
2680700,42.5817340358,-83.1457545154,MI,Troy,83826,"0.44 (0.35, 0.59)","9.1% (7.6%, 12.1%)","    7,608 (6,402, 10,135)","5.2% (3.8%, 7.3%)","    4,383 (3,174, 6,147)","1.0% (0.2%, 2.1%)","    834 (200, 1,766)","0.1% (0.0%, 0.5%)","     92 (4, 381)","60.0% (50.6%, 69.5%)","46.3% (33.3%, 57.1%)","16.6% (4.1%, 30.0%)","3.3% (0.1%, 11.1%)"
2684000,42.4934233034,-83.0270075248,MI,Warren,135029,"0.9 (0.7, 1.11)","15.4% (13.5%, 17.9%)","   20,736 (18,192, 24,163)","10.3% (8.9%, 12.2%)","   13,971 (12,058, 16,442)","4.4% (3.0%, 5.4%)","  5,884 (4,066, 7,335)","1.5% (0.7%, 2.2%)","  2,068 (894, 3,020)","80.1% (73.4%, 84.1%)","71.6% (63.4%, 76.3%)","50.5% (36.6%, 57.4%)","28.6% (13.4%, 37.3%)"
2686000,42.3192220455,-83.3805461719,MI,Westland,81750,"1.24 (0.96, 1.74)","21.2% (18.8%, 25.6%)","   17,337 (15,402, 20,961)","13.9% (11.9%, 17.8%)","   11,361 (9,725, 14,529)","6.0% (4.5%, 8.2%)","  4,871 (3,641, 6,708)","2.4% (1.2%, 3.9%)","  1,967 (981, 3,177)","83.9% (77.5%, 89.4%)","74.8% (66.3%, 82.4%)","54.8% (41.8%, 65.1%)","34.7% (18.1%, 47.8%)"
2688940,42.8909745661,-85.7067229249,MI,Wyoming,75938,"0.71 (0.55, 0.97)","12.2% (10.4%, 16.1%)","    9,301 (7,877, 12,206)","7.7% (6.5%, 10.3%)","    5,852 (4,943, 7,857)","3.1% (2.0%, 4.3%)","  2,321 (1,499, 3,279)","1.0% (0.4%, 1.8%)","    771 (268, 1,338)","73.8% (65.0%, 81.1%)","64.0% (54.2%, 72.0%)","43.4% (28.4%, 52.5%)","23.3% (8.6%, 34.0%)"
2706616,44.8305852429,-93.3150995817,MN,Bloomington,85863,"0.86 (0.81, 0.96)","16.5% (16.2%, 18.2%)","   14,176 (13,889, 15,620)","11.2% (10.8%, 12.3%)","    9,580 (9,293, 10,560)","4.0% (3.6%, 4.7%)","  3,433 (3,057, 4,015)","1.0% (0.7%, 1.3%)","    848 (620, 1,100)","77.0% (75.1%, 79.0%)","67.4% (64.9%, 69.6%)","40.9% (36.1%, 44.5%)","16.9% (12.3%, 20.3%)"
2707966,45.1112033916,-93.3505067942,MN,Brooklyn Park,80573,"0.68 (0.65, 0.77)","13.3% (13.3%, 15.4%)","   10,724 (10,690, 12,441)","7.7% (7.6%, 9.1%)","    6,238 (6,143, 7,360)","2.5% (2.3%, 3.0%)","  2,026 (1,850, 2,453)","0.7% (0.6%, 1.0%)","    593 (452, 776)","71.6% (69.8%, 75.0%)","59.0% (56.3%, 62.8%)","35.3% (30.8%, 39.0%)","17.2% (12.5%, 20.4%)"
2717000,46.7854703427,-92.1342013763,MN,Duluth,86048,"0.56 (0.51, 0.61)","11.0% (10.4%, 11.8%)","    9,502 (8,917, 10,149)","7.3% (6.8%, 7.9%)","    6,310 (5,868, 6,787)","2.3% (1.8%, 2.6%)","  1,975 (1,563, 2,275)","0.5% (0.3%, 0.6%)","    401 (229, 507)","73.1% (69.9%, 74.4%)","62.8% (58.9%, 64.4%)","34.1% (27.4%, 37.0%)","11.8% (6.9%, 14.1%)"
2743000,44.9635407967,-93.2678345304,MN,Minneapolis,422326,"0.47 (0.45, 0.52)","8.5% (8.3%, 9.7%)","   36,064 (35,072, 40,992)","5.1% (5.0%, 5.8%)","   21,644 (20,891, 24,462)","1.8% (1.6%, 2.1%)","  7,508 (6,891, 8,651)","0.5% (0.4%, 0.6%)","  2,181 (1,797, 2,613)","68.9% (67.0%, 70.8%)","57.7% (55.5%, 59.4%)","35.6% (32.4%, 37.6%)","17.1% (13.8%, 18.8%)"
2751730,45.022462874,-93.4616016242,MN,Plymouth,78388,"0.61 (0.58, 0.68)","10.9% (10.6%, 12.2%)","    8,507 (8,308, 9,571)","7.1% (6.9%, 7.8%)","    5,548 (5,385, 6,145)","2.5% (2.2%, 2.9%)","  1,972 (1,709, 2,304)","0.6% (0.4%, 0.8%)","    471 (319, 607)","69.1% (66.7%, 71.3%)","59.6% (56.7%, 61.6%)","35.8% (30.5%, 38.8%)","14.3% (9.6%, 17.0%)"
2754880,44.0150574384,-92.4775005494,MN,Rochester,115733,"0.56 (0.52, 0.62)","10.5% (10.1%, 11.5%)","   12,157 (11,658, 13,286)","7.1% (6.7%, 7.8%)","    8,199 (7,773, 8,976)","2.4% (2.1%, 2.8%)","  2,812 (2,393, 3,260)","0.6% (0.4%, 0.7%)","    672 (462, 826)","73.2% (70.8%, 74.6%)","63.8% (60.8%, 65.4%)","37.6% (32.2%, 40.2%)","15.2% (10.6%, 17.3%)"
2758000,44.9477402558,-93.1039958305,MN,St. Paul,306604,"0.61 (0.58, 0.66)","11.2% (10.9%, 12.4%)","   34,341 (33,323, 38,042)","6.7% (6.5%, 7.4%)","   20,632 (19,764, 22,735)","2.5% (2.3%, 2.7%)","  7,620 (6,972, 8,363)","0.8% (0.7%, 0.9%)","  2,528 (2,041, 2,774)","73.7% (71.5%, 74.8%)","62.4% (59.6%, 63.3%)","40.9% (36.8%, 41.5%)","22.0% (17.4%, 22.5%)"
2829700,30.427377008,-89.0701908439,MS,Gulfport,71812,"1.28 (1.2, 1.35)","21.5% (21.2%, 23.1%)","   15,440 (15,215, 16,615)","14.3% (13.9%, 15.5%)","   10,295 (10,018, 11,148)","5.9% (5.6%, 6.4%)","  4,258 (4,007, 4,594)","2.5% (2.2%, 2.7%)","  1,809 (1,597, 1,924)","86.4% (85.1%, 87.0%)","77.7% (75.6%, 78.4%)","57.3% (53.8%, 57.7%)","38.7% (33.9%, 38.9%)"
2836000,32.31627222,-90.2124528561,MS,Jackson,167250,"1.95 (1.73, 1.96)","26.0% (25.3%, 27.4%)","   43,560 (42,292, 45,824)","18.3% (17.4%, 19.3%)","   30,689 (29,096, 32,292)","8.4% (7.7%, 8.7%)"," 14,104 (12,920, 14,618)","4.4% (3.9%, 4.5%)","  7,329 (6,520, 7,496)","92.0% (90.5%, 91.9%)","85.8% (83.3%, 85.5%)","69.9% (65.7%, 68.9%)","55.3% (50.0%, 54.0%)"
2915670,38.9481109651,-92.3260129764,MO,Columbia,121720,"0.43 (0.39, 0.46)","8.3% (7.8%, 9.0%)","   10,098 (9,490, 10,936)","5.2% (4.8%, 5.6%)","    6,318 (5,888, 6,836)","1.6% (1.4%, 1.8%)","  1,986 (1,688, 2,230)","0.4% (0.3%, 0.4%)","    445 (315, 512)","70.2% (67.4%, 71.0%)","58.9% (55.8%, 59.9%)","32.7% (28.2%, 34.2%)","12.4% (8.9%, 13.4%)"
2935000,39.0870794771,-94.3502748237,MO,Independence,117308,"1.16 (1.08, 1.21)","20.8% (20.1%, 22.0%)","   24,415 (23,594, 25,841)","14.0% (13.4%, 14.8%)","   16,421 (15,677, 17,309)","5.9% (5.4%, 6.2%)","  6,956 (6,340, 7,311)","2.1% (1.8%, 2.2%)","  2,484 (2,049, 2,614)","84.2% (82.5%, 84.6%)","75.1% (72.7%, 75.4%)","53.2% (49.2%, 53.5%)","30.2% (25.3%, 30.6%)"
2938000,39.1239413971,-94.5541236795,MO,Kansas City,488825,"1.09 (1.02, 1.16)","18.2% (17.9%, 19.9%)","   88,945 (87,384, 97,227)","11.7% (11.3%, 12.8%)","   57,168 (55,400, 62,756)","4.8% (4.5%, 5.2%)"," 23,491 (22,168, 25,393)","2.1% (1.8%, 2.2%)"," 10,165 (8,974, 10,880)","83.8% (82.3%, 84.5%)","74.5% (72.3%, 75.1%)","54.9% (51.4%, 55.3%)","37.4% (32.7%, 37.7%)"
2941348,38.9170508128,-94.3814865856,MO,Lee's Summit,97101,"0.95 (0.9, 1.01)","17.3% (17.0%, 18.6%)","   16,805 (16,460, 18,073)","11.5% (11.1%, 12.2%)","   11,119 (10,822, 11,880)","4.7% (4.4%, 5.1%)","  4,562 (4,252, 4,908)","1.4% (1.2%, 1.6%)","  1,400 (1,164, 1,526)","79.6% (78.1%, 80.4%)","70.1% (68.2%, 70.7%)","47.4% (44.0%, 48.3%)","23.5% (19.3%, 24.4%)"
2954074,38.7852244161,-90.7176856736,MO,O'Fallon,87578,"0.38 (0.35, 0.42)","7.4% (7.0%, 8.2%)","    6,513 (6,124, 7,169)","4.5% (4.1%, 5.0%)","    3,940 (3,611, 4,353)","1.1% (0.8%, 1.2%)","    937 (707, 1,068)","0.2% (0.1%, 0.2%)","    141 (79, 161)","61.2% (58.1%, 62.2%)","49.3% (45.4%, 50.4%)","21.5% (16.6%, 22.6%)","5.7% (3.2%, 6.0%)"
2964550,39.7598312179,-94.8209246813,MO,St. Joseph,76643,"0.96 (0.88, 1.01)","17.1% (16.3%, 18.2%)","   13,091 (12,486, 13,923)","11.5% (10.9%, 12.2%)","    8,848 (8,361, 9,375)","4.9% (4.3%, 5.2%)","  3,721 (3,316, 3,963)","1.6% (1.3%, 1.8%)","  1,260 (979, 1,342)","82.0% (79.7%, 82.4%)","73.1% (70.1%, 73.5%)","51.0% (46.2%, 51.5%)","27.8% (22.0%, 28.2%)"
2965000,38.6358122615,-90.2451186799,MO,St. Louis,308626,"1.34 (1.24, 1.4)","20.9% (20.5%, 22.5%)","   64,556 (63,192, 69,380)","14.0% (13.5%, 15.0%)","   43,093 (41,536, 46,416)","6.0% (5.6%, 6.4%)"," 18,457 (17,257, 19,699)","2.8% (2.5%, 2.9%)","  8,529 (7,607, 9,048)","87.4% (85.9%, 87.8%)","79.3% (77.0%, 79.7%)","60.7% (57.1%, 61.0%)","43.9% (39.2%, 44.2%)"
2970000,37.1942661484,-93.2914273656,MO,Springfield,167376,"0.89 (0.8, 0.93)","15.5% (14.5%, 16.2%)","   25,947 (24,351, 27,188)","10.7% (9.9%, 11.1%)","   17,852 (16,594, 18,563)","4.6% (4.1%, 4.9%)","  7,765 (6,826, 8,138)","1.6% (1.2%, 1.7%)","  2,674 (2,050, 2,794)","82.7% (80.3%, 82.7%)","74.4% (71.4%, 74.3%)","52.9% (48.0%, 53.1%)","29.1% (23.1%, 29.2%)"
3006550,45.7893102609,-108.54882784,MT,Billings,109642,"0.65 (0.6, 0.71)","13.3% (12.5%, 14.4%)","   14,569 (13,700, 15,799)","8.7% (8.0%, 9.5%)","    9,513 (8,815, 10,389)","2.6% (2.1%, 3.0%)","  2,852 (2,342, 3,279)","0.5% (0.3%, 0.6%)","    557 (378, 663)","73.4% (70.9%, 74.5%)","62.4% (59.2%, 63.7%)","32.8% (28.0%, 34.9%)","11.0% (7.7%, 12.1%)"
3050200,46.8694402455,-114.009863843,MT,Missoula,73338,"0.46 (0.42, 0.5)","8.7% (8.1%, 9.3%)","    6,385 (5,956, 6,856)","5.6% (5.2%, 6.0%)","    4,111 (3,812, 4,406)","1.9% (1.6%, 2.1%)","  1,364 (1,140, 1,512)","0.4% (0.3%, 0.5%)","    305 (209, 341)","70.3% (67.4%, 70.8%)","59.9% (56.8%, 60.5%)","34.2% (29.5%, 35.4%)","12.9% (9.1%, 13.5%)"
3128000,40.8096195695,-96.6806742049,NE,Lincoln,284734,"0.54 (0.5, 0.59)","10.3% (9.8%, 11.3%)","   29,405 (27,776, 32,177)","6.6% (6.2%, 7.2%)","   18,758 (17,602, 20,415)","2.2% (1.9%, 2.5%)","  6,316 (5,354, 7,026)","0.5% (0.4%, 0.6%)","  1,511 (1,066, 1,693)","71.5% (68.9%, 72.4%)","60.9% (57.9%, 61.7%)","35.5% (30.8%, 36.6%)","14.3% (10.4%, 14.9%)"
3137000,41.2642309111,-96.0415076441,NE,Omaha,466903,"0.68 (0.63, 0.74)","12.2% (11.7%, 13.6%)","   56,923 (54,407, 63,466)","7.7% (7.3%, 8.5%)","   35,890 (33,932, 39,728)","2.9% (2.6%, 3.2%)"," 13,689 (12,139, 15,054)","0.9% (0.7%, 1.0%)","  4,415 (3,422, 4,868)","74.8% (72.4%, 75.8%)","64.7% (61.6%, 65.3%)","42.8% (38.2%, 43.3%)","22.5% (17.7%, 23.0%)"
3231900,36.0122394916,-115.037392161,NV,Henderson,302535,"1.13 (1.07, 1.2)","21.3% (21.1%, 23.3%)","   64,575 (63,720, 70,544)","13.9% (13.5%, 15.2%)","   41,952 (40,991, 45,909)","5.5% (5.1%, 5.9%)"," 16,498 (15,329, 17,924)","1.8% (1.5%, 1.9%)","  5,419 (4,481, 5,809)","81.9% (80.6%, 82.9%)","71.6% (69.6%, 72.4%)","48.1% (44.4%, 48.6%)","25.5% (21.1%, 25.7%)"
3240000,36.2274148438,-115.262670095,NV,Las Vegas,641708,"1.09 (1.03, 1.16)","19.5% (19.4%, 21.6%)","  125,355 (124,342, 138,734)","12.4% (12.1%, 13.7%)","   79,470 (77,891, 88,186)","4.9% (4.6%, 5.3%)"," 31,479 (29,610, 34,287)","1.9% (1.6%, 2.1%)"," 12,368 (10,546, 13,146)","82.2% (80.8%, 83.1%)","72.1% (69.8%, 72.8%)","50.8% (46.9%, 50.8%)","31.7% (26.3%, 31.2%)"
3251800,36.2891993562,-115.088496088,NV,North Las Vegas,242949,"0.97 (0.92, 1.04)","17.4% (17.5%, 19.5%)","   42,295 (42,395, 47,269)","10.7% (10.6%, 12.0%)","   26,042 (25,706, 29,246)","4.0% (3.8%, 4.4%)","  9,725 (9,292, 10,764)","1.6% (1.4%, 1.8%)","  3,984 (3,510, 4,301)","81.2% (79.7%, 82.3%)","70.5% (68.1%, 71.3%)","49.2% (45.3%, 49.2%)","32.2% (27.0%, 31.8%)"
3260600,39.5540171998,-119.852733516,NV,Reno,248860,"0.92 (0.87, 0.98)","16.5% (16.2%, 18.1%)","   41,086 (40,254, 44,949)","10.4% (10.1%, 11.4%)","   25,998 (25,206, 28,290)","4.2% (4.0%, 4.6%)"," 10,576 (9,851, 11,372)","1.6% (1.3%, 1.7%)","  3,939 (3,259, 4,162)","80.2% (78.4%, 80.9%)","70.1% (67.6%, 70.5%)","49.2% (45.2%, 49.2%)","29.1% (23.9%, 28.9%)"
3268400,39.573373276,-119.713134168,NV,Sparks,100878,"1.05 (1, 1.11)","18.7% (18.5%, 20.4%)","   18,829 (18,679, 20,620)","11.8% (11.6%, 13.0%)","   11,939 (11,700, 13,076)","4.9% (4.6%, 5.2%)","  4,900 (4,627, 5,287)","1.9% (1.6%, 2.0%)","  1,890 (1,598, 2,008)","81.3% (79.8%, 82.2%)","71.3% (69.1%, 72.0%)","50.7% (46.7%, 50.9%)","30.9% (25.3%, 30.7%)"
3345140,42.9844541713,-71.4445313287,NH,Manchester,111194,"0.61 (0.55, 0.65)","10.0% (9.4%, 11.0%)","   11,124 (10,404, 12,226)","6.7% (6.2%, 7.2%)","    7,408 (6,894, 8,007)","2.8% (2.4%, 3.0%)","  3,117 (2,672, 3,394)","0.9% (0.7%, 1.0%)","  1,030 (762, 1,113)","74.6% (71.8%, 74.8%)","66.1% (62.9%, 66.1%)","46.0% (40.7%, 46.2%)","24.6% (18.7%, 24.5%)"
3410000,39.9361910066,-75.1072961899,NJ,Camden,74534,"1.16 (0.96, 1.34)","20.3% (19.6%, 22.7%)","   15,108 (14,582, 16,904)","13.2% (11.9%, 15.2%)","    9,842 (8,893, 11,331)","5.0% (4.0%, 6.0%)","  3,737 (2,990, 4,457)","2.1% (1.4%, 2.6%)","  1,571 (1,053, 1,919)","85.9% (81.5%, 88.0%)","76.4% (68.7%, 79.4%)","54.7% (43.2%, 58.0%)","37.3% (24.3%, 40.2%)"
3413690,40.8631217425,-74.1575145342,NJ,Clifton,86615,"1.16 (1.04, 1.31)","18.5% (18.3%, 20.7%)","   16,029 (15,819, 17,919)","12.0% (11.5%, 13.5%)","   10,363 (9,982, 11,725)","5.4% (5.0%, 6.1%)","  4,677 (4,298, 5,300)","2.4% (1.8%, 2.8%)","  2,060 (1,577, 2,418)","83.1% (80.0%, 85.3%)","74.4% (69.9%, 76.9%)","56.8% (49.9%, 59.3%)","38.4% (28.6%, 41.6%)"
3421000,40.6664447729,-74.1938679138,NJ,Elizabeth,130222,"1.24 (1.1, 1.34)","20.7% (20.7%, 22.6%)","   26,917 (26,892, 29,371)","13.2% (12.7%, 14.6%)","   17,169 (16,515, 19,066)","5.3% (4.8%, 5.9%)","  6,874 (6,292, 7,663)","2.4% (2.0%, 2.7%)","  3,169 (2,595, 3,531)","85.6% (82.7%, 86.8%)","76.3% (71.1%, 77.9%)","56.7% (49.5%, 58.2%)","40.7% (31.2%, 41.7%)"
3436000,40.7188130852,-74.0687740635,NJ,Jersey City,270750,"0.91 (0.87, 0.98)","15.8% (15.9%, 17.3%)","   42,748 (43,128, 46,953)","10.0% (9.9%, 11.0%)","   27,154 (26,898, 29,877)","4.1% (3.9%, 4.5%)"," 11,041 (10,531, 12,089)","1.7% (1.4%, 1.9%)","  4,554 (3,904, 5,028)","82.1% (80.3%, 83.3%)","72.3% (69.3%, 73.6%)","52.2% (47.5%, 53.3%)","33.8% (27.3%, 34.8%)"
3451000,40.7260693449,-74.1752997118,NJ,Newark,285156,"1.42 (1.3, 1.49)","21.9% (22.2%, 23.9%)","   62,499 (63,268, 68,164)","14.5% (14.3%, 15.9%)","   41,383 (40,753, 45,325)","6.0% (5.7%, 6.6%)"," 17,178 (16,175, 18,708)","2.9% (2.6%, 3.1%)","  8,203 (7,335, 8,849)","87.9% (86.2%, 88.5%)","79.8% (76.4%, 80.5%)","61.2% (55.6%, 61.7%)","45.7% (38.6%, 45.9%)"
3456550,40.8574581109,-74.1281123174,NJ,Passaic,71245,"1.05 (0.87, 1.16)","18.7% (17.7%, 20.3%)","   13,299 (12,625, 14,453)","11.9% (10.5%, 13.3%)","    8,452 (7,473, 9,468)","4.5% (3.6%, 5.1%)","  3,202 (2,595, 3,668)","1.9% (1.3%, 2.2%)","  1,367 (898, 1,592)","84.5% (79.4%, 86.1%)","74.4% (66.3%, 76.8%)","52.8% (42.1%, 55.5%)","35.7% (23.0%, 37.9%)"
3457000,40.9146874977,-74.1624181271,NJ,Paterson,148678,"1.32 (1.17, 1.42)","20.9% (20.9%, 22.7%)","   31,057 (31,003, 33,790)","13.8% (13.2%, 15.1%)","   20,460 (19,605, 22,487)","5.8% (5.2%, 6.3%)","  8,572 (7,794, 9,420)","2.7% (2.2%, 3.0%)","  4,033 (3,346, 4,420)","87.1% (84.5%, 88.1%)","78.8% (74.1%, 79.9%)","60.1% (52.9%, 61.1%)","43.9% (34.7%, 44.8%)"
3474000,40.2237289981,-74.7639943311,NJ,Trenton,84971,"1.24 (1.03, 1.42)","19.4% (18.7%, 21.9%)","   16,501 (15,860, 18,639)","12.5% (11.3%, 14.4%)","   10,590 (9,597, 12,232)","5.1% (4.3%, 5.9%)","  4,287 (3,663, 5,017)","2.4% (1.9%, 2.9%)","  2,049 (1,587, 2,444)","86.0% (81.6%, 87.9%)","77.3% (70.5%, 80.0%)","59.0% (49.8%, 61.7%)","44.2% (33.2%, 46.7%)"
3474630,40.7674606884,-74.032293507,NJ,Union City,70409,"1.26 (1.04, 1.39)","18.0% (17.1%, 19.6%)","   12,695 (12,065, 13,833)","11.7% (10.5%, 13.0%)","    8,214 (7,400, 9,146)","5.2% (4.7%, 5.8%)","  3,692 (3,289, 4,097)","2.7% (2.2%, 3.1%)","  1,926 (1,525, 2,157)","86.5% (82.3%, 87.8%)","78.7% (72.4%, 80.4%)","63.0% (54.9%, 64.8%)","48.9% (37.8%, 50.9%)"
3502000,35.1055025771,-106.647447696,NM,Albuquerque,558558,"1.17 (1.1, 1.25)","20.6% (20.5%, 22.8%)","  114,908 (114,305, 127,241)","13.3% (13.1%, 14.8%)","   74,202 (73,010, 82,455)","5.5% (5.2%, 6.1%)"," 30,508 (29,083, 33,857)","2.2% (1.9%, 2.4%)"," 12,249 (10,675, 13,513)","83.9% (82.7%, 85.0%)","74.3% (72.2%, 75.3%)","53.4% (49.8%, 54.0%)","33.8% (28.4%, 34.1%)"
3539380,32.326638797,-106.789465579,NM,Las Cruces,101706,"1.34 (1.25, 1.4)","21.5% (21.3%, 23.3%)","   21,873 (21,687, 23,711)","14.4% (14.1%, 15.6%)","   14,673 (14,354, 15,916)","6.4% (6.1%, 6.9%)","  6,502 (6,217, 7,020)","2.9% (2.5%, 3.1%)","  2,927 (2,570, 3,130)","87.2% (85.9%, 87.7%)","79.1% (76.8%, 79.4%)","60.4% (56.3%, 60.5%)","41.9% (35.8%, 41.8%)"
3563460,35.287307935,-106.697981552,NM,Rio Rancho,96168,"0.72 (0.67, 0.79)","13.0% (12.6%, 15.0%)","   12,500 (12,076, 14,391)","7.9% (7.6%, 9.1%)","    7,610 (7,272, 8,711)","2.9% (2.6%, 3.3%)","  2,831 (2,528, 3,193)","1.0% (0.7%, 1.1%)","    939 (703, 1,044)","73.5% (71.1%, 75.0%)","62.7% (59.5%, 63.7%)","41.3% (36.1%, 41.8%)","22.4% (16.6%, 22.4%)"
3570500,35.6662719601,-105.972662995,NM,Santa Fe,83763,"1.09 (1.02, 1.2)","20.5% (20.2%, 22.9%)","   17,148 (16,880, 19,194)","13.3% (12.9%, 14.9%)","   11,107 (10,811, 12,501)","5.1% (4.7%, 5.8%)","  4,312 (3,950, 4,896)","1.7% (1.4%, 1.9%)","  1,457 (1,144, 1,637)","81.4% (79.8%, 82.9%)","71.2% (68.7%, 72.7%)","48.0% (43.2%, 49.2%)","26.4% (20.4%, 26.9%)"
3601000,42.6663969604,-73.7986826267,NY,Albany,98252,"0.74 (0.67, 0.84)","13.2% (12.6%, 14.5%)","   12,921 (12,396, 14,267)","8.7% (8.2%, 9.7%)","    8,548 (8,098, 9,529)","3.5% (3.1%, 4.1%)","  3,436 (3,025, 3,995)","1.2% (0.9%, 1.6%)","  1,196 (843, 1,519)","80.3% (77.1%, 82.6%)","71.0% (66.7%, 73.9%)","49.0% (42.3%, 53.2%)","27.6% (19.4%, 32.6%)"
3611000,42.9014518233,-78.8475237264,NY,Buffalo,258592,"0.87 (0.79, 0.95)","14.7% (14.0%, 16.1%)","   37,933 (36,323, 41,615)","9.3% (8.8%, 10.3%)","   24,166 (22,702, 26,590)","3.8% (3.4%, 4.2%)","  9,835 (8,867, 10,798)","1.6% (1.3%, 1.7%)","  4,046 (3,263, 4,488)","81.1% (78.4%, 82.3%)","71.7% (67.8%, 72.9%)","51.9% (46.2%, 53.2%)","34.0% (27.1%, 35.3%)"
3649121,40.9136008569,-73.8291001676,NY,Mount Vernon,68702,"1.66 (1.41, 1.9)","23.0% (22.5%, 25.5%)","   15,819 (15,431, 17,540)","15.7% (14.8%, 17.6%)","   10,780 (10,198, 12,125)","7.5% (7.0%, 8.6%)","  5,180 (4,780, 5,909)","3.9% (3.2%, 4.5%)","  2,643 (2,190, 3,107)","89.0% (86.2%, 90.7%)","82.2% (77.7%, 84.4%)","66.9% (60.6%, 69.8%)","51.2% (41.4%, 54.7%)"
3650617,40.9321713141,-73.7843883178,NY,New Rochelle,79956,"0.88 (0.8, 1.01)","15.9% (15.6%, 18.3%)","   12,727 (12,483, 14,613)","10.0% (9.6%, 11.6%)","    7,996 (7,667, 9,300)","3.9% (3.3%, 4.6%)","  3,084 (2,672, 3,654)","1.3% (0.9%, 1.7%)","  1,066 (704, 1,349)","77.6% (74.0%, 80.6%)","67.2% (62.2%, 70.5%)","45.4% (37.6%, 49.0%)","25.5% (16.2%, 29.2%)"
3651000,40.694960689,-73.9313850409,NY,New York,8622698,"1.21 (1.15, 1.3)","19.5% (19.5%, 21.6%)","1,684,787 (1,680,617, 1,860,571)","12.9% (12.7%, 14.2%)","1,110,404 (1,094,310, 1,225,605)","5.7% (5.5%, 6.2%)","491,652 (473,299, 537,807)","2.5% (2.3%, 2.8%)","218,019 (196,555, 237,524)","85.2% (84.0%, 86.0%)","76.7% (74.9%, 77.3%)","58.3% (55.1%, 58.6%)","39.9% (35.2%, 40.1%)"
3663000,43.1679802918,-77.6162348882,NY,Rochester,208049,"1.06 (0.97, 1.15)","17.3% (17.0%, 19.0%)","   36,026 (35,325, 39,553)","11.2% (10.8%, 12.4%)","   23,351 (22,435, 25,850)","4.7% (4.3%, 5.1%)","  9,675 (8,925, 10,720)","2.0% (1.7%, 2.3%)","  4,243 (3,572, 4,751)","84.1% (81.8%, 85.3%)","75.2% (71.6%, 76.6%)","55.9% (50.6%, 57.4%)","38.6% (31.7%, 40.1%)"
3665508,42.8025204414,-73.9275333869,NY,Schenectady,65626,"0.91 (0.79, 1.06)","13.2% (12.4%, 14.8%)","    8,672 (8,111, 9,728)","9.3% (8.7%, 10.3%)","    6,085 (5,727, 6,766)","4.6% (4.1%, 5.2%)","  3,030 (2,679, 3,429)","1.9% (1.4%, 2.4%)","  1,256 (886, 1,558)","81.4% (77.5%, 83.8%)","74.8% (70.5%, 77.3%)","58.5% (51.2%, 62.3%)","37.6% (26.8%, 43.4%)"
3673000,43.0409202097,-76.1437679213,NY,Syracuse,143398,"0.78 (0.71, 0.86)","13.4% (12.8%, 14.8%)","   19,203 (18,371, 21,184)","8.6% (8.1%, 9.5%)","   12,370 (11,618, 13,671)","3.5% (3.1%, 3.9%)","  5,025 (4,451, 5,622)","1.3% (1.0%, 1.6%)","  1,924 (1,457, 2,252)","79.9% (76.6%, 81.5%)","70.5% (66.2%, 72.4%)","50.0% (43.8%, 52.6%)","30.7% (23.0%, 33.9%)"
